

 ***************** Program ENDF2C (Version 2019-1) ***************
      Convert ENDF Data to Standard FORTRAN, C and C++ Format     
 -----------------------------------------------------------------------
 ENDF Tape Label (TPID)
 -----------------------------------------------------------------------
 JENDL/PD-2016.1  Th-232                                             1 0  0    0
 -----------------------------------------------------------------------
 Input       Output         Fractional Diff.    MAT MF  MT  Seq# Format
 -----------------------------------------------------------------------
 -1.91967-24 -1.9197E-24   -1.562768600853D-05 9040  6   5    51    6
 -2.81798-23 -2.8180E-23   -7.097282450530D-06 9040  6   5    57    6
 -7.40855-24 -7.4086E-24   -6.748958973060D-06 9040  6   5    57    6
 -3.01574-24 -3.0157E-24    1.326374289564D-05 9040  6   5    58    6
 -5.97775-24 -5.9778E-24   -8.364351135438D-06 9040  6   5    58    6
 -2.59018-22 -2.5902E-22   -7.721471094652D-06 9040  6   5    59    6
 -5.18368-24 -5.1837E-24   -3.858262855636D-06 9040  6   5    60    6
 -1.53826-24 -1.5383E-24   -2.600340644620D-05 9040  6   5    60    6
 -2.34064-23 -2.3406E-23    1.708934308573D-05 9040  6   5    61    6
 -3.23677-23 -3.2368E-23   -9.268499151907D-06 9040  6   5    61    6
 -1.48675-23 -1.4868E-23   -3.363040188321D-05 9040  6   5    92    6
 -1.43918-23 -1.4392E-23   -1.389680234574D-05 9040  6   5    92    6
 -3.22866-25 -3.2287E-25   -1.238904065453D-05 9040  6   5   116    6
 -1.05762-24 -1.0576E-24    1.891038369174D-05 9040  6   5   116    6
 -7.51394-25 -7.5139E-25    5.323438835033D-06 9040  6   5   116    6
 -5.16403-25 -5.1640E-25    5.809416289321D-06 9040  6   5   118    6
 -7.61407-25 -7.6141E-25   -3.940074099611D-06 9040  6   5   118    6
 -3.63259-24 -3.6326E-24   -2.752856776951D-06 9040  6   5   118    6
 -3.51638-24 -3.5164E-24   -5.687667430778D-06 9040  6   5   119    6
 -2.20276-25 -2.2028E-25   -1.815903684474D-05 9040  6   5   120    6
 -3.70728-25 -3.7073E-25   -5.394790790028D-06 9040  6   5   120    6
 -6.62847-25 -6.6285E-25   -4.525931323600D-06 9040  6   5   121    6
 -2.52707-25 -2.5271E-25   -1.187145587563D-05 9040  6   5   121    6
