 Process ENDF/B Double Differential Data - MF=6 (SIXPAK 2019-1)
 ==============================================================================
 ENDF/B Input Data Filename
 SIXPAK.IN                                                               
 ------------------------------------------------------------------------------
 Requested Ranges
 ------------------------------------------------------------------------------
    Minimum    Maximum   
    MAT  MT    MAT  MT
 ------------------------------------------------------------------------------
      1   1   9999 999
 ==============================================================================
 Terminology
 ------------------------------------------------------------------------------
 LCT  = Reference System (Lab or Center-of-Mass)
 LIP  = Product Modifier, e.g., for Isomeric States
 LAW  = Representation of Data - see, List at End of Output
 LANG = 1     = Legendre     (LAW 1)
      = 2     = Kalbach-Mann (LAW 1)
      = 11-15 = Tabulated    (LAW 1)
      = 0     = Legendre     (LAW 2)
      = 11-15 = Tabulated    (LAW 2)
 LTP  = 1-2   = Legendre     (LAW 5)
      = 11-15 = Tabulated    (LAW 5)
 LEP  = Secondary Energy Interpolation Type(1 to 5)
 ==============================================================================
 Tape Label
 ------------------------------------------------------------------------------
  JENDL/PD-2016.1  Pd-102                                             1
 ------------------------------------------------------------------------------
 WARNING: MT=5 is ALLOWED in MF=6, but NOT in MF=4 or 5.
          see ENDF-102 - Strictly for diagnostic purposes
          this code will Translate MF=6 Data - but be
          WARNED - the results should not be used in ANY          APPLICATIONS.
 ------------------------------------------------------------------------------
 ==============================================================================
 Projectile   Target    Emitted    MAT  MT LCT LIP LAW LANG  LEP  ENDF/B
                                                        LTP       Output
 ==============================================================================
  Photon     46-Pd-102  Neutron   4625   5 cm    0   1    1    2      
  Photon     46-Pd-102   1-H -1   4625   5 cm    0   1    1    2      
  Photon     46-Pd-102   1-H -2   4625   5 cm    0   1    1    2      
  Photon     46-Pd-102   1-H -3   4625   5 cm    0   1    1    2      
  Photon     46-Pd-102   2-He-3   4625   5 cm    0   1    1    2      
  Photon     46-Pd-102   2-He-4   4625   5 cm    0   1    1    2      
  Photon     46-Pd-102  26-Fe-64  4625   5 cm    0   0                
  Photon     46-Pd-102  26-Fe-65  4625   5 cm    0   0                
  Photon     46-Pd-102  26-Fe-66  4625   5 cm    0   0                
  Photon     46-Pd-102  27-Co-65  4625   5 cm    0   0                
  Photon     46-Pd-102  27-Co-66  4625   5 cm    0   0                
  Photon     46-Pd-102  27-Co-67  4625   5 cm    0   0                
  Photon     46-Pd-102  27-Co-68  4625   5 cm    0   0                
  Photon     46-Pd-102  27-Co-68  4625   5 cm    1   0                
  Photon     46-Pd-102  27-Co-69  4625   5 cm    0   0                
  Photon     46-Pd-102  28-Ni-66  4625   5 cm    0   0                
  Photon     46-Pd-102  28-Ni-67  4625   5 cm    0   0                
  Photon     46-Pd-102  28-Ni-68  4625   5 cm    0   0                
  Photon     46-Pd-102  28-Ni-69  4625   5 cm    0   0                
  Photon     46-Pd-102  28-Ni-70  4625   5 cm    0   0                
  Photon     46-Pd-102  28-Ni-71  4625   5 cm    0   0                
  Photon     46-Pd-102  28-Ni-72  4625   5 cm    0   0                
  Photon     46-Pd-102  29-Cu-67  4625   5 cm    0   0                
  Photon     46-Pd-102  29-Cu-68  4625   5 cm    0   0                
  Photon     46-Pd-102  29-Cu-68  4625   5 cm    1   0                
  Photon     46-Pd-102  29-Cu-69  4625   5 cm    0   0                
  Photon     46-Pd-102  29-Cu-70  4625   5 cm    0   0                
  Photon     46-Pd-102  29-Cu-70  4625   5 cm    1   0                
  Photon     46-Pd-102  29-Cu-71  4625   5 cm    0   0                
  Photon     46-Pd-102  29-Cu-72  4625   5 cm    0   0                
  Photon     46-Pd-102  29-Cu-73  4625   5 cm    0   0                
  Photon     46-Pd-102  29-Cu-74  4625   5 cm    0   0                
  Photon     46-Pd-102  30-Zn-68  4625   5 cm    0   0                
  Photon     46-Pd-102  30-Zn-69  4625   5 cm    0   0                
  Photon     46-Pd-102  30-Zn-69  4625   5 cm    1   0                
  Photon     46-Pd-102  30-Zn-70  4625   5 cm    0   0                
  Photon     46-Pd-102  30-Zn-71  4625   5 cm    0   0                
  Photon     46-Pd-102  30-Zn-71  4625   5 cm    1   0                
  Photon     46-Pd-102  30-Zn-72  4625   5 cm    0   0                
  Photon     46-Pd-102  30-Zn-73  4625   5 cm    0   0                
  Photon     46-Pd-102  30-Zn-74  4625   5 cm    0   0                
  Photon     46-Pd-102  30-Zn-75  4625   5 cm    0   0                
  Photon     46-Pd-102  30-Zn-76  4625   5 cm    0   0                
  Photon     46-Pd-102  31-Ga-69  4625   5 cm    0   0                
  Photon     46-Pd-102  31-Ga-70  4625   5 cm    0   0                
  Photon     46-Pd-102  31-Ga-71  4625   5 cm    0   0                
  Photon     46-Pd-102  31-Ga-72  4625   5 cm    0   0                
  Photon     46-Pd-102  31-Ga-73  4625   5 cm    0   0                
  Photon     46-Pd-102  31-Ga-74  4625   5 cm    0   0                
  Photon     46-Pd-102  31-Ga-75  4625   5 cm    0   0                
  Photon     46-Pd-102  31-Ga-76  4625   5 cm    0   0                
  Photon     46-Pd-102  31-Ga-77  4625   5 cm    0   0                
  Photon     46-Pd-102  31-Ga-78  4625   5 cm    0   0                
  Photon     46-Pd-102  31-Ga-79  4625   5 cm    0   0                
  Photon     46-Pd-102  32-Ge-70  4625   5 cm    0   0                
  Photon     46-Pd-102  32-Ge-71  4625   5 cm    0   0                
  Photon     46-Pd-102  32-Ge-72  4625   5 cm    0   0                
  Photon     46-Pd-102  32-Ge-73  4625   5 cm    0   0                
  Photon     46-Pd-102  32-Ge-73  4625   5 cm    1   0                
  Photon     46-Pd-102  32-Ge-74  4625   5 cm    0   0                
  Photon     46-Pd-102  32-Ge-75  4625   5 cm    0   0                
  Photon     46-Pd-102  32-Ge-75  4625   5 cm    1   0                
  Photon     46-Pd-102  32-Ge-76  4625   5 cm    0   0                
  Photon     46-Pd-102  32-Ge-77  4625   5 cm    0   0                
  Photon     46-Pd-102  32-Ge-77  4625   5 cm    1   0                
  Photon     46-Pd-102  32-Ge-78  4625   5 cm    0   0                
  Photon     46-Pd-102  32-Ge-79  4625   5 cm    0   0                
  Photon     46-Pd-102  32-Ge-79  4625   5 cm    1   0                
  Photon     46-Pd-102  32-Ge-80  4625   5 cm    0   0                
  Photon     46-Pd-102  32-Ge-81  4625   5 cm    0   0                
  Photon     46-Pd-102  32-Ge-81  4625   5 cm    1   0                
  Photon     46-Pd-102  32-Ge-82  4625   5 cm    0   0                
  Photon     46-Pd-102  33-As-71  4625   5 cm    0   0                
  Photon     46-Pd-102  33-As-72  4625   5 cm    0   0                
