 Process ENDF/B Double Differential Data - MF=6 (SIXPAK 2019-1)
 ==============================================================================
 ENDF/B Input Data Filename
 SIXPAK.IN                                                               
 ------------------------------------------------------------------------------
 Requested Ranges
 ------------------------------------------------------------------------------
    Minimum    Maximum   
    MAT  MT    MAT  MT
 ------------------------------------------------------------------------------
      1   1   9999 999
 ==============================================================================
 Terminology
 ------------------------------------------------------------------------------
 LCT  = Reference System (Lab or Center-of-Mass)
 LIP  = Product Modifier, e.g., for Isomeric States
 LAW  = Representation of Data - see, List at End of Output
 LANG = 1     = Legendre     (LAW 1)
      = 2     = Kalbach-Mann (LAW 1)
      = 11-15 = Tabulated    (LAW 1)
      = 0     = Legendre     (LAW 2)
      = 11-15 = Tabulated    (LAW 2)
 LTP  = 1-2   = Legendre     (LAW 5)
      = 11-15 = Tabulated    (LAW 5)
 LEP  = Secondary Energy Interpolation Type(1 to 5)
 ==============================================================================
 Tape Label
 ------------------------------------------------------------------------------
  JENDL/PD-2016.1  Cu- 65                                             1
 ------------------------------------------------------------------------------
 WARNING: MT=5 is ALLOWED in MF=6, but NOT in MF=4 or 5.
          see ENDF-102 - Strictly for diagnostic purposes
          this code will Translate MF=6 Data - but be
          WARNED - the results should not be used in ANY          APPLICATIONS.
 ------------------------------------------------------------------------------
 ==============================================================================
 Projectile   Target    Emitted    MAT  MT LCT LIP LAW LANG  LEP  ENDF/B
                                                        LTP       Output
 ==============================================================================
  Photon     29-Cu-65   Neutron   2931   5 cm    0   1    1    2      
  Photon     29-Cu-65    1-H -1   2931   5 cm    0   1    1    2      
  Photon     29-Cu-65    1-H -2   2931   5 cm    0   1    1    2      
  Photon     29-Cu-65    1-H -3   2931   5 cm    0   1    1    2      
  Photon     29-Cu-65    2-He-3   2931   5 cm    0   1    1    2      
  Photon     29-Cu-65    2-He-4   2931   5 cm    0   1    1    2      
  Photon     29-Cu-65   17-Cl-35  2931   5 cm    0   0                
  Photon     29-Cu-65   17-Cl-36  2931   5 cm    0   0                
  Photon     29-Cu-65   17-Cl-37  2931   5 cm    0   0                
  Photon     29-Cu-65   17-Cl-38  2931   5 cm    0   0                
  Photon     29-Cu-65   17-Cl-38  2931   5 cm    1   0                
  Photon     29-Cu-65   17-Cl-39  2931   5 cm    0   0                
  Photon     29-Cu-65   17-Cl-40  2931   5 cm    0   0                
  Photon     29-Cu-65   17-Cl-41  2931   5 cm    0   0                
  Photon     29-Cu-65   17-Cl-42  2931   5 cm    0   0                
  Photon     29-Cu-65   17-Cl-43  2931   5 cm    0   0                
  Photon     29-Cu-65   17-Cl-44  2931   5 cm    0   0                
  Photon     29-Cu-65   17-Cl-45  2931   5 cm    0   0                
  Photon     29-Cu-65   17-Cl-46  2931   5 cm    0   0                
  Photon     29-Cu-65   17-Cl-47  2931   5 cm    0   0                
  Photon     29-Cu-65   17-Cl-48  2931   5 cm    0   0                
  Photon     29-Cu-65   17-Cl-49  2931   5 cm    0   0                
  Photon     29-Cu-65   18-Ar-36  2931   5 cm    0   0                
  Photon     29-Cu-65   18-Ar-37  2931   5 cm    0   0                
  Photon     29-Cu-65   18-Ar-38  2931   5 cm    0   0                
  Photon     29-Cu-65   18-Ar-39  2931   5 cm    0   0                
  Photon     29-Cu-65   18-Ar-40  2931   5 cm    0   0                
  Photon     29-Cu-65   18-Ar-41  2931   5 cm    0   0                
  Photon     29-Cu-65   18-Ar-42  2931   5 cm    0   0                
  Photon     29-Cu-65   18-Ar-43  2931   5 cm    0   0                
  Photon     29-Cu-65   18-Ar-44  2931   5 cm    0   0                
  Photon     29-Cu-65   18-Ar-45  2931   5 cm    0   0                
  Photon     29-Cu-65   18-Ar-46  2931   5 cm    0   0                
  Photon     29-Cu-65   18-Ar-47  2931   5 cm    0   0                
  Photon     29-Cu-65   18-Ar-48  2931   5 cm    0   0                
  Photon     29-Cu-65   18-Ar-49  2931   5 cm    0   0                
  Photon     29-Cu-65   18-Ar-50  2931   5 cm    0   0                
  Photon     29-Cu-65   18-Ar-51  2931   5 cm    0   0                
  Photon     29-Cu-65   18-Ar-52  2931   5 cm    0   0                
  Photon     29-Cu-65   19-K -37  2931   5 cm    0   0                
  Photon     29-Cu-65   19-K -38  2931   5 cm    0   0                
  Photon     29-Cu-65   19-K -38  2931   5 cm    1   0                
  Photon     29-Cu-65   19-K -39  2931   5 cm    0   0                
  Photon     29-Cu-65   19-K -40  2931   5 cm    0   0                
  Photon     29-Cu-65   19-K -41  2931   5 cm    0   0                
  Photon     29-Cu-65   19-K -42  2931   5 cm    0   0                
  Photon     29-Cu-65   19-K -43  2931   5 cm    0   0                
  Photon     29-Cu-65   19-K -44  2931   5 cm    0   0                
  Photon     29-Cu-65   19-K -45  2931   5 cm    0   0                
  Photon     29-Cu-65   19-K -46  2931   5 cm    0   0                
  Photon     29-Cu-65   19-K -47  2931   5 cm    0   0                
  Photon     29-Cu-65   19-K -48  2931   5 cm    0   0                
  Photon     29-Cu-65   19-K -49  2931   5 cm    0   0                
  Photon     29-Cu-65   19-K -50  2931   5 cm    0   0                
  Photon     29-Cu-65   19-K -51  2931   5 cm    0   0                
  Photon     29-Cu-65   19-K -52  2931   5 cm    0   0                
  Photon     29-Cu-65   19-K -53  2931   5 cm    0   0                
  Photon     29-Cu-65   19-K -54  2931   5 cm    0   0                
  Photon     29-Cu-65   20-Ca-38  2931   5 cm    0   0                
  Photon     29-Cu-65   20-Ca-39  2931   5 cm    0   0                
  Photon     29-Cu-65   20-Ca-40  2931   5 cm    0   0                
  Photon     29-Cu-65   20-Ca-41  2931   5 cm    0   0                
  Photon     29-Cu-65   20-Ca-42  2931   5 cm    0   0                
  Photon     29-Cu-65   20-Ca-43  2931   5 cm    0   0                
  Photon     29-Cu-65   20-Ca-44  2931   5 cm    0   0                
  Photon     29-Cu-65   20-Ca-45  2931   5 cm    0   0                
  Photon     29-Cu-65   20-Ca-46  2931   5 cm    0   0                
  Photon     29-Cu-65   20-Ca-47  2931   5 cm    0   0                
  Photon     29-Cu-65   20-Ca-48  2931   5 cm    0   0                
  Photon     29-Cu-65   20-Ca-49  2931   5 cm    0   0                
  Photon     29-Cu-65   20-Ca-50  2931   5 cm    0   0                
  Photon     29-Cu-65   20-Ca-51  2931   5 cm    0   0                
  Photon     29-Cu-65   20-Ca-52  2931   5 cm    0   0                
  Photon     29-Cu-65   20-Ca-53  2931   5 cm    0   0                
