 Process ENDF/B Double Differential Data - MF=6 (SIXPAK 2019-1)
 ==============================================================================
 ENDF/B Input Data Filename
 SIXPAK.IN                                                               
 ------------------------------------------------------------------------------
 Requested Ranges
 ------------------------------------------------------------------------------
    Minimum    Maximum   
    MAT  MT    MAT  MT
 ------------------------------------------------------------------------------
      1   1   9999 999
 ==============================================================================
 Terminology
 ------------------------------------------------------------------------------
 LCT  = Reference System (Lab or Center-of-Mass)
 LIP  = Product Modifier, e.g., for Isomeric States
 LAW  = Representation of Data - see, List at End of Output
 LANG = 1     = Legendre     (LAW 1)
      = 2     = Kalbach-Mann (LAW 1)
      = 11-15 = Tabulated    (LAW 1)
      = 0     = Legendre     (LAW 2)
      = 11-15 = Tabulated    (LAW 2)
 LTP  = 1-2   = Legendre     (LAW 5)
      = 11-15 = Tabulated    (LAW 5)
 LEP  = Secondary Energy Interpolation Type(1 to 5)
 ==============================================================================
 Tape Label
 ------------------------------------------------------------------------------
  JENDL/PD-2016.1  Nb- 93                                             1
 ------------------------------------------------------------------------------
 WARNING: MT=5 is ALLOWED in MF=6, but NOT in MF=4 or 5.
          see ENDF-102 - Strictly for diagnostic purposes
          this code will Translate MF=6 Data - but be
          WARNED - the results should not be used in ANY          APPLICATIONS.
 ------------------------------------------------------------------------------
 ==============================================================================
 Projectile   Target    Emitted    MAT  MT LCT LIP LAW LANG  LEP  ENDF/B
                                                        LTP       Output
 ==============================================================================
  Photon     41-Nb-93   Neutron   4125   5 cm    0   1    1    2      
  Photon     41-Nb-93    1-H -1   4125   5 cm    0   1    1    2      
  Photon     41-Nb-93    1-H -2   4125   5 cm    0   1    1    2      
  Photon     41-Nb-93    1-H -3   4125   5 cm    0   1    1    2      
  Photon     41-Nb-93    2-He-3   4125   5 cm    0   1    1    2      
  Photon     41-Nb-93    2-He-4   4125   5 cm    0   1    1    2      
  Photon     41-Nb-93   22-Ti-56  4125   5 cm    0   0                
  Photon     41-Nb-93   23-V -57  4125   5 cm    0   0                
  Photon     41-Nb-93   23-V -58  4125   5 cm    0   0                
  Photon     41-Nb-93   23-V -59  4125   5 cm    0   0                
  Photon     41-Nb-93   24-Cr-58  4125   5 cm    0   0                
  Photon     41-Nb-93   24-Cr-59  4125   5 cm    0   0                
  Photon     41-Nb-93   24-Cr-60  4125   5 cm    0   0                
  Photon     41-Nb-93   24-Cr-61  4125   5 cm    0   0                
  Photon     41-Nb-93   24-Cr-62  4125   5 cm    0   0                
  Photon     41-Nb-93   25-Mn-59  4125   5 cm    0   0                
  Photon     41-Nb-93   25-Mn-60  4125   5 cm    0   0                
  Photon     41-Nb-93   25-Mn-60  4125   5 cm    1   0                
  Photon     41-Nb-93   25-Mn-61  4125   5 cm    0   0                
  Photon     41-Nb-93   25-Mn-62  4125   5 cm    0   0                
  Photon     41-Nb-93   25-Mn-63  4125   5 cm    0   0                
  Photon     41-Nb-93   25-Mn-64  4125   5 cm    0   0                
  Photon     41-Nb-93   25-Mn-65  4125   5 cm    0   0                
  Photon     41-Nb-93   26-Fe-60  4125   5 cm    0   0                
  Photon     41-Nb-93   26-Fe-61  4125   5 cm    0   0                
  Photon     41-Nb-93   26-Fe-62  4125   5 cm    0   0                
  Photon     41-Nb-93   26-Fe-63  4125   5 cm    0   0                
  Photon     41-Nb-93   26-Fe-64  4125   5 cm    0   0                
  Photon     41-Nb-93   26-Fe-65  4125   5 cm    0   0                
  Photon     41-Nb-93   26-Fe-66  4125   5 cm    0   0                
  Photon     41-Nb-93   26-Fe-67  4125   5 cm    0   0                
  Photon     41-Nb-93   26-Fe-68  4125   5 cm    0   0                
  Photon     41-Nb-93   27-Co-61  4125   5 cm    0   0                
  Photon     41-Nb-93   27-Co-62  4125   5 cm    0   0                
  Photon     41-Nb-93   27-Co-62  4125   5 cm    1   0                
  Photon     41-Nb-93   27-Co-63  4125   5 cm    0   0                
  Photon     41-Nb-93   27-Co-64  4125   5 cm    0   0                
  Photon     41-Nb-93   27-Co-65  4125   5 cm    0   0                
  Photon     41-Nb-93   27-Co-66  4125   5 cm    0   0                
  Photon     41-Nb-93   27-Co-67  4125   5 cm    0   0                
  Photon     41-Nb-93   27-Co-68  4125   5 cm    0   0                
  Photon     41-Nb-93   27-Co-68  4125   5 cm    1   0                
  Photon     41-Nb-93   27-Co-69  4125   5 cm    0   0                
  Photon     41-Nb-93   27-Co-70  4125   5 cm    0   0                
  Photon     41-Nb-93   27-Co-70  4125   5 cm    1   0                
  Photon     41-Nb-93   27-Co-71  4125   5 cm    0   0                
  Photon     41-Nb-93   28-Ni-62  4125   5 cm    0   0                
  Photon     41-Nb-93   28-Ni-63  4125   5 cm    0   0                
  Photon     41-Nb-93   28-Ni-64  4125   5 cm    0   0                
  Photon     41-Nb-93   28-Ni-65  4125   5 cm    0   0                
  Photon     41-Nb-93   28-Ni-66  4125   5 cm    0   0                
  Photon     41-Nb-93   28-Ni-67  4125   5 cm    0   0                
  Photon     41-Nb-93   28-Ni-68  4125   5 cm    0   0                
  Photon     41-Nb-93   28-Ni-69  4125   5 cm    0   0                
  Photon     41-Nb-93   28-Ni-70  4125   5 cm    0   0                
  Photon     41-Nb-93   28-Ni-71  4125   5 cm    0   0                
  Photon     41-Nb-93   28-Ni-72  4125   5 cm    0   0                
  Photon     41-Nb-93   28-Ni-73  4125   5 cm    0   0                
  Photon     41-Nb-93   28-Ni-74  4125   5 cm    0   0                
  Photon     41-Nb-93   29-Cu-63  4125   5 cm    0   0                
  Photon     41-Nb-93   29-Cu-64  4125   5 cm    0   0                
  Photon     41-Nb-93   29-Cu-65  4125   5 cm    0   0                
  Photon     41-Nb-93   29-Cu-66  4125   5 cm    0   0                
  Photon     41-Nb-93   29-Cu-67  4125   5 cm    0   0                
  Photon     41-Nb-93   29-Cu-68  4125   5 cm    0   0                
  Photon     41-Nb-93   29-Cu-68  4125   5 cm    1   0                
  Photon     41-Nb-93   29-Cu-69  4125   5 cm    0   0                
  Photon     41-Nb-93   29-Cu-70  4125   5 cm    0   0                
  Photon     41-Nb-93   29-Cu-70  4125   5 cm    1   0                
  Photon     41-Nb-93   29-Cu-71  4125   5 cm    0   0                
  Photon     41-Nb-93   29-Cu-72  4125   5 cm    0   0                
  Photon     41-Nb-93   29-Cu-73  4125   5 cm    0   0                
  Photon     41-Nb-93   29-Cu-74  4125   5 cm    0   0                
  Photon     41-Nb-93   29-Cu-75  4125   5 cm    0   0                
